id,title,description,preconditions,postconditions,tags,priority,severity,type,behavior,automation,status,is_flaky,layer,steps_type,steps_actions,steps_result,steps_data,milestone_id,milestone,suite_id,suite_parent_id,suite,suite_without_cases,parameters,is_muted
52,With persistent chat off the chat panel is simply the room the call started in,The call window is deliberately independent of VideoConf_Enable_Persistent_Chat: with persistent chat off its chat panel shows the room the call was started in.,"Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Settings: VideoConf_Enable_Persistent_Chat = Off. A public channel #qa-calls with user1 and user2.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,persistent-chat,automation-candidate",high,major,functional,negative,to-be-automated,actual,no,e2e,classic,"1. As user1, check Admin > Settings > Video Conference.
2. Start a conference in #qa-calls and open the chat panel in the call window.
3. Post a message in the panel and look at #qa-calls in the main app.
4. Check #qa-calls for a new discussion, and the conference record for a discussionRid.
","1. VideoConf_Persistent_Chat_Mode is present but disabled (greyed out) - it only means something once persistent chat is on as well.
2. The panel header reads ""Chat in # qa-calls"" and the panel shows the channel itself, with its existing history and a working composer.
3. The message is an ordinary channel message - not a thread reply, and no discussion was created.
4. There is no discussion and no discussionRid.
","1. 
2. 
3. 
4. 
",,,10,1,Persistent chat modes,,,no
53,Thread mode puts the chat in a thread off the conference message,"Thread is the default mode: the panel renders a thread started from the conference message in the original channel, and no discussion room is created.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Settings: VideoConf_Enable_Persistent_Chat = On, Discussion_enabled = On, VideoConf_Persistent_Chat_Mode = thread. {PC_CAP} A public channel #qa-calls with user1 and user2.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,persistent-chat,thread,automation-candidate",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As user1, start a conference in #qa-calls and open the chat panel in the call window.
2. Post ""hello from the call"" in the panel and look at #qa-calls in the main app.
3. Have user2 join the call, then check user2's thread following state on the conference message in the main app (kebab on the message > Following).
4. Have user1 post another thread reply.
5. Have user2 leave and rejoin the call.
","1. The panel header reads ""Thread in # qa-calls"" and shows a thread message list scoped to the conference message, with a composer.
2. The message appears as a reply in the thread under the conference message, not as a channel message. No discussion room was created off #qa-calls.
3. user2 is following the thread without having asked to - joining the call auto-followed them.
4. user2 gets a thread notification for it.
5. They are still following the thread exactly once - no duplicate subscription.
","1. 
2. 
3. 
4. 
5. 
",,,10,1,Persistent chat modes,,,no
54,Main room mode creates a discussion and shows it in the panel,"In main_room mode a separate discussion room is created off the parent channel, and the chat room is resolved from discussionRid once it exists.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Settings: VideoConf_Enable_Persistent_Chat = On, Discussion_enabled = On, VideoConf_Persistent_Chat_Mode = main_room, VideoConf_Persistent_Chat_Discussion_Name = ""Video Call Chat"". {PC_CAP} A public channel #qa-calls with user1 and user2.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,persistent-chat,main-room,discussion,automation-candidate",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As user1, start a conference in #qa-calls.
2. Open the chat panel in the call window.
3. Post a message in the panel.
4. Look at the conference message block in #qa-calls.
5. Set VideoConf_Persistent_Chat_Discussion_Name to ""[date] Call chat"" and start a second conference.
","1. A discussion is created off #qa-calls named with today's date and ""Video Call Chat"" (the date is prefixed because the name carries no [date] placeholder).
2. The panel header names the discussion, not #qa-calls, and the panel shows the discussion room with a composer.
3. It lands in the discussion. #qa-calls itself gets no new message beyond the conference block and the discussion-created system message.
4. It offers ""Join discussion"", pointing at the new room.
5. The second discussion is named with the date substituted into the placeholder rather than prefixed.
","1. 
2. 
3. 
4. 
5. 
",,,10,1,Persistent chat modes,,,no
55,A workspace already running persistent chat sees no change until it opts in,"The one thing this feature must not do is change what workspaces already running persistent chat see. With the window off, the server answers main_room whatever the mode setting was left at.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = Off (the default). Settings: VideoConf_Enable_Persistent_Chat = On, Discussion_enabled = On. The active provider app declares the persistentChat capability (the bundled Jitsi app v2.1.1 does NOT - see the README). Verify with GET /api/v1/video-conference.capabilities before starting. A public channel #qa-calls with user1 and user2.",Set VideoConf_Conference_Window_Enabled to Off and VideoConf_Enable_Persistent_Chat back to its original value.,"videoconf,conference-window,persistent-chat,flag-off,automation-candidate",high,critical,regression,positive,to-be-automated,actual,no,e2e,classic,"1. As an admin, look at VideoConf_Persistent_Chat_Mode in Admin > Settings > Video Conference.
2. Start a conference in #qa-calls from the room popup as user1.
3. Turn VideoConf_Conference_Window_Enabled On, set the mode to thread, then turn the window back Off and start another conference.
","1. It is disabled: it needs the conference window on as well, so a workspace with the window off cannot even set it.
2. The provider's page opens in a new tab, exactly as before, and a discussion is created off #qa-calls - the main_room behaviour persistent chat has always had.
3. A discussion is created again, not a thread: with the window off the server falls back to main_room whatever the mode is left at, so turning the window off puts the workspace back exactly where it was.
","1. 
2. 
3. 
",,,10,1,Persistent chat modes,,,no
56,Persistent chat is only acted on for a provider that declares it,"A Jitsi call must not start following threads or creating discussions just because the setting is on. With the bundled Jitsi app (which declares only mic, cam and title) the chat panel falls back to the room the call was started in.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Settings: VideoConf_Enable_Persistent_Chat = On, Discussion_enabled = On, VideoConf_Persistent_Chat_Mode = thread. The active provider is the bundled Jitsi app v2.1.1. A public channel #qa-calls with user1 and user2.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,persistent-chat,provider,automation-candidate",high,major,functional,negative,to-be-automated,actual,no,api,classic,"1. Check GET /api/v1/video-conference.capabilities for the active provider.
2. As user1, start a conference in #qa-calls and open the chat panel.
3. Switch VideoConf_Persistent_Chat_Mode to main_room and start another conference.
","1. The capabilities object carries mic, cam and title, and does NOT carry persistentChat.
2. The panel shows #qa-calls itself (header ""Chat in # qa-calls""), not a thread - no thread was started and nobody was auto-followed.
3. Still no discussion is created off #qa-calls, and the panel still shows the channel.
","1. 
2. 
3. 
",,,10,1,Persistent chat modes,,,no
57,A URL provider runs the whole flow inside the call window,"A provider reached by URL is the only kind of provider reachable on this branch. Its page is embedded in an iframe, so it must be allowed to be framed and it gets the permissions the call needs.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. The active provider is a self-hosted Jitsi (not the public meet.jit.si, which disconnects embedded calls after five minutes) or Google Meet. A direct message between user1 and user2.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,provider,media,manual-only",high,critical,integration,positive,is-not-automated,actual,no,unknown,classic,"1. As user1, place a direct call to user2 and enter it.
2. Check the frame in devtools > Elements.
3. Check the URL the frame was given.
4. Have user2 answer and confirm the join.
","1. The call window shows the provider's own call UI inside the window, with working audio/video controls of the provider's own.
2. The provider page is in an iframe whose allow attribute grants camera, microphone, display-capture, fullscreen, autoplay and speaker-selection, with referrerPolicy strict-origin-when-cross-origin.
3. It carries a name query parameter with user1's display name, so they arrive named rather than anonymous.
4. Both are in the same provider room and can see and hear each other.
","1. 
2. 
3. 
4. 
",,,11,1,Provider matrix,,,no
58,A provider page that refuses framing leaves the call area blank,"Rocket.Chat's own CSP allows frame-src *, so a blank call area means the provider refused - a known limitation of embedding, worth being able to recognise rather than mistake for a product bug.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. The active provider is configured with a URL that sends a restrictive X-Frame-Options or frame-ancestors header (for example a provider instance behind a proxy that sets X-Frame-Options: DENY). A direct message between user1 and user2.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,provider,known-limitation,manual-only",low,minor,functional,negative,is-not-automated,actual,no,unknown,classic,"1. As user1, place a direct call to user2 and enter it.
2. Look at the call area and the browser console.
3. Close the window.
","1. The call window opens with our top bar, timer and panel buttons all present and working.
2. The call area is blank and the console carries a framing refusal from the browser. Nothing about the workspace is broken: the panels, the members list and the chat still work.
3. The leave is reported and the call ends normally after the grace period.
","1. 
2. 
3. 
",,,11,1,Provider matrix,,,no
59,A conference member with no access to the call's room reaches their own call,This is the whole point of the membership model: a users[] entry authorises joining the call without granting any room access. The third person in a DM call is the case it exists for.,"Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A direct message between user1 and user2. user3 has no access to it. user1 has placed a direct call to user2 and both are in it.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,access,membership,automation-candidate",high,blocker,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As user1, add user3 to the conference from the People panel.
2. As user3, join the call from the navbar dropdown and confirm ""Join call"".
3. As user3, check the sidebar and try to open the DM.
4. As user3, open the chat panel in the call window.
5. As user3, open the People panel.
","1. user3 is rung and appears in the People panel.
2. user3 enters the call successfully - no room membership was needed and none was granted.
3. The DM is not in user3's sidebar and is not reachable.
4. It shows ""Chat not shared with you"" with an explanation, rather than a missing-page or permission error.
5. user3 sees themselves in ""In call"" with a balloon-off icon beside their name titled ""No chat access"". The Add people button is not offered to them.
","1. 
2. 
3. 
4. 
5. 
",,,12,1,Permissions and access,,,no
60,A stranger gets nothing useful from a conference id,"Every endpoint authorises through one check and answers both failures the same vague way, so a call id cannot be used to learn that a call is real.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A private group qa-private with user1 and user2 only. user1 has a conference running in it. user3 is not a member of the group and not a member of the conference. You have the conference's callId.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,access,security,automation-candidate",high,critical,security,negative,to-be-automated,actual,no,api,classic,"1. As user3, open /conference/<callId> in a browser window.
2. As user3, call GET /api/v1/video-conference.info?callId=<callId>.
3. As user3, call GET /api/v1/video-conference.info with a callId made up at random.
4. As user3, call POST /api/v1/video-conference.join with the real callId.
","1. A ""Call not found"" state page is shown - not a preflight, not a members list, and nothing that confirms the call exists.
2. The response is a failure reading invalid-params - the same answer a callId that does not exist at all would give.
3. The same invalid-params failure, indistinguishable from the previous step.
4. It fails with invalid-params; user3 does not appear in the conference's users list.
","1. 
2. 
3. 
4. 
",,,12,1,Permissions and access,,,no
61,"The conference page needs a real account, and the wrong account can swap itself out","Guests cannot be members of the conference's room, so the embedded page requires a real account - and a window logged in as the wrong person logs out without navigating away, so re-login returns to the same conference.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A private group qa-private with user1 and user2. user1 has a conference running in it. A third browser profile is signed in as user3, who has no access.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,access,auth,automation-candidate",medium,major,functional,positive,to-be-automated,actual,no,e2e,classic,"1. Open /conference/<callId> in a private window with nobody signed in.
2. Sign in as user3 in that window.
3. Click Logout.
4. Sign in as user2 in the same window.
","1. The login form is shown (the conference is not served to a guest). It does not flash and then disappear.
2. The window stays on /conference/<callId> and shows a ""You are not authorized to view this page"" state, saying which account is signed in, with a Logout action.
3. The window logs out but stays on the /conference/<callId> URL rather than navigating to the workspace home.
4. The window lands back on the same conference, on its join preflight - not on /home.
","1. 
2. 
3. 
4. 
",,,12,1,Permissions and access,,,no
62,Ringing needs the videoconf-ring-users permission; everything else does not,"Having access to a conference must not be a way around the permission that gates ringing. Starting a call and adding people still work, they just do not ring.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. Admin > Permissions: videoconf-ring-users has been removed from the user role. user1 and user2 both hold only the user role. A direct message between user1 and user2, and a public channel #qa-calls with user1, user2 and user3.",Restore the videoconf-ring-users permission on the user role and set VideoConf_Conference_Window_Enabled back to Off.,"videoconf,conference-window,flag-on,access,permissions,automation-candidate",medium,major,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As user1, place a direct call to user2 and enter it.
2. As user2, open the navbar video dropdown.
3. As user1, open the People panel and click the phone (ring) button on user2's row.
4. As user1, add user3 to the conference with ""Ring people"" checked.
5. Restore videoconf-ring-users on the user role and ring user2 again.
","1. user1 lands in the call and the conference message is posted, but user2 hears no ring and gets no notification - the ring degrades silently.
2. The call is listed as a running call and can be joined - the list is the route in.
3. The ring is refused with an error toast, and POST /api/v1/video-conference.ring answers 403 ""Not allowed"".
4. user3 is added successfully (a success toast, and they appear in the panel) but is not rung.
5. The ring goes out: user2 hears the tone and their navbar button turns red.
","1. 
2. 
3. 
4. 
5. 
",,,12,1,Permissions and access,,,no
63,A script URL handed to the conference route opens nothing,"The provider URL is opened in a window of ours. A javascript: or data: ""URL"" is not somewhere to go but something to run, and it would run in whatever window was opened for it - which, until it navigates, is our own blank one. So only an absolute http(s) address is accepted.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. Signed in as user1. Browser popups allowed for the workspace origin.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,security,url-validation,automation-candidate",high,critical,security,negative,to-be-automated,actual,no,e2e,classic,"1. Navigate the main app window to /conference/x?callUrl=javascript:alert(document.domain)%26
2. Repeat with /conference/x?callUrl=data:text/html,<script>alert(1)</script>%26
3. Repeat with /conference/x?callUrl=/admin/settings%26 (a relative address).
4. Check the browser console.
","1. No new window or tab opens, no alert fires, and no ""popup blocked"" modal appears - claiming the popup was blocked would be a lie with advice attached.
2. Again nothing opens and no script runs.
3. Nothing opens. In particular no window opens showing the workspace at /admin/settings - a relative address has no origin of its own and must not be read as an in-product conference.
4. No uncaught error; the app stays usable.
","1. 
2. 
3. 
4. 
",,,13,1,Security,,,no
64,An external provider window keeps no handle on the workspace,"A provider page has no business reaching back into the workspace: with a live window.opener it could navigate the tab the user came from to a page of its choosing, and a login screen is the obvious one to imitate.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. Signed in as user1. Browser popups allowed. Devtools available in the opened window.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,security,opener,automation-candidate",high,critical,security,positive,to-be-automated,actual,no,e2e,classic,"1. Navigate the main app window to /conference/x?callUrl=https://example.com%26
2. In the opened window's console, evaluate window.opener.
3. In the same console, evaluate window.name.
4. Open a second external call the same way.
","1. A separate window opens at example.com and the main window returns to /home.
2. It is null - the window was cut loose before being sent to the provider.
3. It is empty: an external provider window is unnamed, so each external call gets a window of its own rather than sharing ours.
4. A second, separate window opens rather than the first one being navigated.
","1. 
2. 
3. 
4. 
",,,13,1,Security,,,no
65,A conference whose record carries no usable URL does not open a window,"A call arriving with an empty or non-web address is nothing openable. Saying the popup was blocked would be misleading, because allowing popups cannot make it succeed.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. Direct database access to the videoconference collection (a development workspace). A direct message between user1 and user2, and a conference in it that user1 can join.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,security,url-validation,manual-only",medium,major,security,negative,is-not-automated,actual,no,unknown,classic,"1. Start a conference and note its callId, then in Mongo set that conference's url field to the empty string.
2. As user1, open the call window for that conference and confirm the join.
3. Click Close.
4. Set the url to a relative value such as /room/42 and repeat.
","1. The update reports one document modified, and re-reading the record shows url as the empty string.
2. The window shows a warning state page with the unexpected-error title and a single Close button, rather than a blank frame or a broken page.
3. The window reports leaving and closes.
4. The frame is not pointed at the workspace: nothing navigates the call window to a workspace route, and the user is not shown the app inside the call area.
","1. 
2. 
3. 
4. 
",,,13,1,Security,,,no
66,"A blocked popup asks the user to allow it, and the retry works","The window is opened on the click that asked for it precisely so browsers do not refuse it - but a blocker or an extension can still refuse both the popout and the plain tab, and then the user has to be asked to click again.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. Browser popups BLOCKED for the workspace origin (Chrome: site settings > Pop-ups and redirects > Block). A direct message between user1 and user2.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,edge-case,popup-blocker,manual-only",medium,major,functional,positive,is-not-automated,actual,no,unknown,classic,"1. As user1, click the room header camera button.
2. Allow popups for the site in the browser's own prompt or site settings, then use the modal's confirm action.
3. Repeat the block, then join a running call from the navbar dropdown instead.
","1. No call window opens. A modal appears asking the user to allow the popup, with a way to try again.
2. The call window opens on the preflight for the same call.
3. The same modal appears. Note that the join has already been posted for this path, so if the user never allows the popup they are counted as joined with no window - the known gap the next join or the expiry cron closes.
","1. 
2. 
3. 
",,,14,1,Edge cases (human pass),,,no
67,"Real audio: the ring, the dial tone and silencing them","Sound is the one part of this feature nothing automated can check. The ring still sounds even though the popup is gone, and the caller's dial tone has to stop when the other side answers.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A direct message between user1 and user2 exists.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,edge-case,audio,manual-only",medium,normal,functional,positive,is-not-automated,actual,no,unknown,classic,"1. With sound on in both browsers, have user1 place a direct call to user2 and enter the call.
2. As user2, click Silence on the ringing row.
3. Wait for the 15-second ring window to lapse.
4. As user1, ring user2 again from the People panel and have user2 join.
","1. user2 hears a repeating ring tone. user1, in the call window, hears a dial tone while user2 is still ringing.
2. user2's ring tone stops at once. user1's dial tone keeps playing - silencing told nobody anything.
3. user1's dial tone stops on its own when user2 stops reading as ringing.
4. The ring tone plays again for user2 and stops on joining; user1's dial tone stops as soon as user2 is in the call.
","1. 
2. 
3. 
4. 
",,,14,1,Edge cases (human pass),,,no
